만족도,단어,빈도수
735,만족,고무줄,26
736,만족,내내,26
737,만족,유,26
738,만족,무데,26
739,만족,굿굿굿,26
740,만족,립밤,25
741,만족,밴딩,25
742,만족,질감,25
743,만족,다가,25
744,만족,우산,25
745,만족,네,25
746,만족,에서,25
747,만족,애기,25
748,만족,유행,25
749,만족,종류,25
750,만족,언제,25
751,만족,연한,25
752,만족,알러지,25
753,만족,진열,25
754,만족,외,25
755,만족,나머지,25
756,만족,하얀색,25
757,만족,및,25
758,만족,며칠,25
759,만족,밖,25
760,만족,토,25
761,만족,에어,24
762,만족,빨간색,24
763,만족,쫀쫀,24
764,만족,아버지,24
765,만족,엄지,24
766,만족,얼굴,24
767,만족,사기,24
768,만족,땀,24
769,만족,출고,24
770,만족,햇빛,24
771,만족,지도,24
772,만족,믿음,24
773,만족,어머니,24
774,만족,전이,24
775,만족,고해,24
776,만족,요다음,24
777,만족,누,24
778,만족,갠,24
779,만족,두운,24
780,만족,스탈,24
781,만족,덕,24
782,만족,데일,23
783,만족,냥,23
784,만족,서도,23
785,만족,한참,23
786,만족,셜,23
787,만족,늦,23
788,만족,뻔,23
789,만족,키도,23
790,만족,사도,23
791,만족,쨍,23
792,만족,오른쪽,23
793,만족,브릭,23
794,만족,예상,23
795,만족,군데,23
796,만족,세번,23
797,만족,금,23
798,만족,가로,23
799,만족,요요,23
800,만족,처럼,23
801,만족,필요,23
802,만족,배송비,23
803,만족,안정감,23
804,만족,려,23
805,만족,오전,23
806,만족,힐,23
807,만족,오후,23
808,만족,여행가,23
809,만족,선,23
810,만족,다소,23
811,만족,멋,23
812,만족,생신,22
813,만족,왓어,22
814,만족,등등,22
815,만족,로즈골드,22
816,만족,로즈,22
817,만족,싹,22
818,만족,용도,22
819,만족,바느질,22
820,만족,군더더기,22
821,만족,물,22
822,만족,투,22
823,만족,크리스마스,22
824,만족,가을,22
825,만족,한가지,22
826,만족,살때,22
827,만족,겸,22
828,만족,천원,22
829,만족,사시,22
830,만족,무거워,22
831,만족,몇번,22
832,만족,무리,22
833,만족,확,22
834,만족,세상,22
835,만족,치마,22
836,만족,실망,22
837,만족,대로,22
838,만족,라면,22
839,만족,와이프,22
840,만족,순간,21
841,만족,칼라,21
842,만족,뇨,21
843,만족,심해,21
844,만족,참고,21
845,만족,심,21
846,만족,보라색,21
847,만족,무조건,21
848,만족,갑,21
849,만족,를,21
850,만족,답,21
851,만족,외출,21
852,만족,계절,21
853,만족,주름,21
854,만족,딸아이,21
855,만족,주위,21
856,만족,뒷,21
857,만족,페이크,21
858,만족,또한,21
859,만족,켤레,21
860,만족,모로,21
861,만족,온라인,21
862,만족,뭘,21
863,만족,대요,21
864,만족,블루,21
865,만족,여러가지,21
866,만족,자리,21
867,만족,일부러,21
868,만족,민,21
869,만족,도안,21
870,만족,빨강,20
871,만족,겨,20
872,만족,하라,20
873,만족,날씨,20
874,만족,오오오,20
875,만족,더니,20
876,만족,재고,20
877,만족,지네,20
878,만족,성공,20
879,만족,쇼핑몰,20
880,만족,수도,20
881,만족,폭신폭신,20
882,만족,예전,20
883,만족,더스트백,20
884,만족,런가,20
885,만족,하하,20
886,만족,상세,20
887,만족,흠집,20
888,만족,단지,20
889,만족,모,20
890,만족,무옷,20
891,만족,실밥,20
892,만족,쥬얼리,20
893,만족,포켓,20
894,만족,런던,20
895,만족,응대,20
896,만족,적,20
897,만족,룩스,20
898,만족,합리,19
899,만족,여요,19
900,만족,그대,19
901,만족,회색,19
902,만족,바람,19
903,만족,활용,19
904,만족,왼쪽,19
905,만족,분위기,19
906,만족,굳이,19
907,만족,지폐,19
908,만족,드하,19
909,만족,의미,19
910,만족,의심,19
911,만족,어어,19
912,만족,거나,19
913,만족,불편,19
914,만족,진작,19
915,만족,과,19
916,만족,진품,19
917,만족,결혼식,19
918,만족,댜,19
919,만족,카카오,19
920,만족,류,19
921,만족,인테리어,19
922,만족,내일,19
923,만족,빵빵,19
924,만족,급,19
925,만족,핑크색,19
926,만족,대한,19
927,만족,결정,19
928,만족,동안,19
929,만족,드디어,18
930,만족,옴,18
931,만족,요거,18
932,만족,욬,18
933,만족,값,18
934,만족,적응,18
935,만족,힘,18
936,만족,연,18
937,만족,블로퍼,18
938,만족,포함,18
939,만족,무슨,18
940,만족,위해,18
941,만족,취향,18
942,만족,보시,18
943,만족,안내,18
944,만족,모자,18
945,만족,이예,18
946,만족,큐빅,18
947,만족,일요일,18
948,만족,치,18
949,만족,허리,18
950,만족,저희,18
951,만족,베리,18
952,만족,편입,18
953,만족,푹,18
954,만족,하,18
955,만족,방,18
956,만족,예버,18
957,만족,삭스,18
958,만족,르,18
959,만족,난,18
960,만족,놀랬어,18
961,만족,쪼금,17
962,만족,장점,17
963,만족,백이,17
964,만족,목요일,17
965,만족,겹,17
966,만족,맥스,17
967,만족,핮니,17
968,만족,퀄,17
969,만족,세심,17
970,만족,각도,17
971,만족,스크레치,17
