단어,빈도수합계
1762,번갈아,135
1763,도전,142
1764,주로,136
1765,필립스,133
1766,안고,132
1767,딘,135
1768,벌,140
1769,회전,136
1770,빨간색,145
1771,침,144
1772,철봉,133
1773,불만,189
1774,징,138
1775,사주,132
1776,여조,131
1777,이기,139
1778,곳도,144
1779,강쥐,135
1780,덤,131
1781,갱년기,132
1782,핫,135
1783,스펀지,134
1784,아보카도,132
1785,뜸,167
1786,스크래치,169
1787,물맛,132
1788,하리보,132
1789,보라,140
1790,구용,131
1791,시즌,136
1792,포함,139
1793,손상,139
1794,손수건,130
1795,라이트,142
1796,음악,133
1797,마루,131
1798,요번,131
1799,공기청정기,132
1800,늦,160
1801,리가,134
1802,스티로폼,148
1803,모빌,132
1804,신맛,159
1805,특성,142
1806,망,136
1807,끌,136
1808,자력,133
1809,뎅,144
1810,누가,163
1811,각각,135
1812,선풍기,129
1813,티백,136
1814,매치,132
1815,젛,128
1816,드릴,132
1817,사각,128
1818,버전,136
1819,별도,128
1820,생활,130
1821,체,142
1822,세제,129
1823,육아,127
1824,거려,147
1825,유선,131
1826,모링,130
1827,패,130
1828,소화,129
1829,요리,127
1830,올인원,125
1831,쿠폰,127
1832,지장,147
1833,착색,137
1834,블로그,129
1835,그날,130
1836,레,128
1837,닥터,125
1838,발리,125
1839,라텍스,129
1840,벨벳,126
1841,시리즈,128
1842,입구,144
1843,불안,138
1844,퍼플,130
1845,옛날,135
1846,초보,123
1847,이빨,130
1848,박음질,164
1849,오픈,135
1850,유지,127
1851,행,130
1852,티나,169
1853,노래,128
1854,안주,124
1855,엑셀,124
1856,킹,126
1857,구성은,132
1858,헤드셋,129
1859,커플,123
1860,수량,131
1861,교,127
1862,관심,124
1863,수정,130
1864,예약,125
1865,녹차,135
1866,마치,130
1867,릿첼,120
1868,동네,138
1869,수영,124
1870,계획,127
1871,불소,120
1872,퀸,129
1873,수저,121
1874,차원,119
1875,조항,124
1876,댓글,140
1877,타일,123
1878,에이,125
1879,왓어,128
1880,침침,120
1881,엑스,124
1882,운,127
1883,쪼,137
1884,여요,128
1885,기압,128
1886,맞춤,123
1887,딛,120
1888,머머,119
1889,슬개골,119
1890,소매,151
1891,저가,123
1892,물질,140
1893,장비,124
1894,눈데,124
1895,고무줄,145
1896,시험,119
1897,아이스박스,120
1898,뒷면,125
1899,핸들,128
1900,헬스장,122
1901,꿀,120
1902,홈쇼핑,119
1903,태,121
1904,녀,117
1905,버,120
1906,다이소,119
1907,정보,129
1908,반찬,119
1909,미세,129
1910,리필,121
1911,즈,119
1912,잡기,125
1913,쵝오,117
1914,휴가,119
1915,지나,130
1916,이동,123
1917,세일,121
1918,헤나,122
1919,요전,121
1920,무거,123
1921,절삭,122
1922,증정,117
1923,끼리,121
1924,대해,123
1925,점심,117
1926,비듬,130
1927,해피,115
1928,고가,123
1929,부탁,120
1930,메이크업,119
1931,년전,116
1932,겨우,148
1933,빨강,132
1934,한텐,137
1935,싼값,132
1936,쓰레기,144
1937,손색,115
1938,출퇴근,117
1939,맵,117
1940,닭갈비,123
1941,라만,115
1942,웃,114
1943,사라,121
1944,사가,127
1945,전동,120
1946,글씨,123
1947,사지,151
1948,잠시,122
1949,쫀쫀하,114
1950,사랑,113
1951,투힘,112
1952,트리,116
1953,화,125
1954,군더더기,115
1955,효율,116
1956,다용,115
1957,득,119
1958,시야,117
1959,욕실,115
1960,숨,116
1961,잠도,116
1962,슬립,122
1963,청,117
1964,증상,116
1965,비비,120
1966,마르고,115
1967,밝기,116
1968,입문,113
1969,컵홀더,112
1970,규조토,113
1971,여태,115
1972,햐,120
1973,댁,110
1974,만점,115
1975,파스텔,114
1976,겁,131
1977,보정,114
1978,듬,113
1979,한국,110
1980,어려움,121
1981,호불호,119
1982,세기,114
1983,두툼하,113
1984,시향,111
1985,상황,123
1986,쪼금,121
1987,사항,121
1988,백도,110
1989,진정,110
1990,새벽,112
1991,관절,115
1992,통해,108
1993,물어,114
1994,아저씨,117
1995,갈색,125
1996,지문,133
1997,건전지,118
1998,조합,110
1999,덩,115
2000,베이비,112
2001,쿠,109
2002,치즈,110
2003,땡큐,107
2004,해지,115
2005,에센스,114
2006,백,111
2007,츄,109
2008,샤오미,110
2009,개선,124
2010,좋아욯,110
2011,플레인,122
2012,중독,107
2013,슴,124
2014,팩트,111
2015,슷,107
2016,슈퍼,113
2017,안타,108
2018,무배,108
2019,성공,108
2020,재료,107
2021,스트랩,122
2022,앙증,109
2023,뇌물,105
2024,코튼,106
2025,이해,126
2026,헤,110
2027,맨발,111
2028,스파클링,111
2029,값어치,118
2030,플레이,106
2031,분홍색,111
2032,과일,108
2033,찜질,110
2034,분기,110
2035,샤,111
2036,거사,112
2037,셋,111
2038,목적,109
2039,기억,108
2040,스테이크,106
2041,실밥,158
2042,합성,108
2043,국,106
2044,간이,106
2045,가기,109
2046,팬티,109
2047,베,109
2048,가나,123
2049,에어라이너,107
2050,흐,110
2051,한눈,110
2052,테라,105
2053,천도,108
2054,커텐,113
2055,잉,108
2056,레깅스,109
2057,발판,111
2058,오옹,104
2059,도도,104
2060,이미지,123
2061,지원,109
2062,볼륨,108
2063,에스,109
2064,화재,105
2065,리지,106
2066,얼음,109
2067,치석,103
2068,기저귀,106
2069,식단,103
2070,슬리퍼,114
2071,딥,107
2072,높낮이,122
2073,이상은,120
2074,댕댕,102
2075,활동,106
2076,역할,111
2077,데이터,107
2078,센티,115
2079,친정엄마,105
2080,코팅,112
2081,요강,103
2082,구비,102
2083,오염,112
2084,정돈,106
2085,볼트,145
2086,복숭아,119
2087,본체,110
2088,재미,102
2089,산다,105
2090,해결,103
2091,바느질,139
2092,주니,104
2093,완성,110
2094,날림,105
2095,지정,107
2096,본인,104
2097,요추,111
2098,괜찬,114
2099,요물,102
2100,쟈,105
2101,에코,104
2102,벨라,101
2103,티슈,107
2104,쓱쓱,103
2105,초보자,104
2106,절,109
2107,부각,104
2108,오구,101
2109,깊이,117
2110,가득,106
2111,작업복,103
2112,입금,107
2113,범위,108
2114,크로스,106
2115,잠옷,109
2116,부족,112
2117,촌,102
2118,땅콩,105
2119,해먹,101
2120,검수,149
2121,심지어,113
2122,오류,117
2123,초점,103
2124,황사,102
2125,페이,104
2126,당뇨,99
2127,수유,99
2128,샐러드,102
2129,다크,108
2130,요것,99
2131,커브,101
2132,엠보싱,98
2133,풍구,105
2134,동작,103
2135,채널,102
2136,닉,101
2137,별루,171
2138,서로,104
2139,앞뒤,107
2140,바스락,101
2141,환불,165
2142,조작,106
2143,분홍,112
2144,한글,115
2145,두통,99
2146,똥,101
2147,담배,101
2148,놀,104
2149,자가,112
2150,왕,98
2151,잭,108
2152,심해,161
2153,딸기,110
2154,속옷,107
2155,당분간,102
2156,동료,97
2157,공연,97
2158,망치,113
2159,무향,99
2160,콧털,97
2161,차고,100
2162,개도,98
2163,분만,106
2164,본드,126
2165,혀,98
2166,시험지,101
2167,엄,103
2168,사료,96
2169,대고,105
2170,닥,122
2171,부자,98
2172,블랙박스,98
2173,파란색,100
2174,고정력,105
2175,츠,96
2176,정력,100
2177,브레이크,113
2178,약국,96
2179,샴페인,103
2180,셧,103
2181,치킨,97
2182,휴지,103
2183,시댁,96
2184,코랄,98
2185,구수,100
2186,두고두고,96
2187,수고,97
2188,사포,106
2189,동,103
2190,최대한,101
2191,낱개,107
2192,아버님,96
2193,그네,97
2194,중소기업,94
2195,달이,104
2196,칠리,97
2197,띠,103
2198,껌,96
2199,글자,104
2200,스토어,95
2201,장도,93
2202,통화,109
2203,이신,101
2204,발열,100
2205,상처,109
2206,도크,95
2207,신청,103
2208,미숫가루,94
2209,완화,94
2210,업그레이드,94
2211,야외,95
2212,존예,94
2213,직장,96
2214,직구,101
2215,테,98
2216,민가,93
2217,놀이,94
2218,마더,93
2219,표면,106
2220,이드,101
2221,빨랏,98
2222,엄지,107
2223,결혼,94
2224,알러지,94
2225,위험,97
2226,차라리,123
2227,롤러,102
2228,욕심,95
2229,똑,104
2230,바나나,105
2231,옥,94
2232,톡,100
2233,답례,94
2234,점도,97
2235,주의,103
2236,마다,98
2237,고추,93
2238,전자레인지,98
2239,집앞,101
2240,일본,99
2241,껏,97
2242,박,105
2243,밍밍,97
2244,프린트,109
2245,로고,106
2246,예방,91
2247,빡빡,107
2248,하단,108
2249,순도,93
2250,스탈,106
2251,조어,94
2252,서서,99
2253,지리,92
2254,액,97
2255,상판,126
2256,스틸,102
2257,세안,95
2258,마이크,97
2259,갸,91
2260,껀,95
2261,제격,91
2262,장거리,93
2263,가도,92
2264,라이스,91
2265,콩국수,94
2266,에어컨,96
2267,룸,92
2268,어도,92
2269,요걸,90
2270,변비,90
2271,문구,96
2272,좋아욤,95
2273,어찌,104
2274,사용설명서,96
2275,아이패드,93
2276,소프트,93
2277,음료수,95
2278,미용,89
2279,공간활용,91
2280,오트밀,92
2281,낭,99
2282,체감,96
2283,리터,90
2284,유튜브,94
2285,꼽,97
2286,차병원,89
2287,결론,97
2288,체리,92
2289,아이방,92
2290,인정,97
2291,대기업,95
2292,접이식,89
2293,베이직,97
2294,청양고추,89
2295,켜,91
2296,매달,88
2297,소량,93
2298,다,92
2299,봉투,95
2300,이야기,90
2301,에두,90
2302,소모품,92
2303,딪,88
2304,슥,89
2305,엿,95
2306,모드,93
2307,큰일,91
2308,차앤박,88
2309,일요일,93
2310,가물,90
2311,쭈꾸미,96
2312,이안,103
2313,육즙,87
2314,반티,89
2315,퀵,90
2316,부디,91
2317,나은,94
2318,형식,91
2319,도편,89
2320,외로,91
2321,말씀,98
2322,바사,89
2323,퀄,93
2324,집게,88
2325,알록달록,88
2326,나이키,91
2327,던,92
2328,스피드,89
2329,레터,98
2330,핵,88
2331,상이,99
2332,섭취,88
2333,물속,91
2334,단자,90
2335,라마,89
2336,디럭스,88
2337,자도,88
2338,가타,90
2339,블랭킷,88
2340,재활용,88
2341,새해,87
2342,재품,94
2343,시계,92
2344,유행,88
2345,오빠,88
2346,초록색,88
2347,셀프,91
2348,편의점,88
2349,쭈욱,87
2350,치가,100
2351,성은,106
2352,아두,86
2353,평생,86
2354,근처,88
2355,본적,88
2356,잡티,91
2357,알콜,89
2358,롱,94
2359,척,90
2360,계열,87
2361,썬,87
2362,주심,94
2363,슈,89
2364,야크,87
2365,스프링,101
2366,돈육,87
2367,일체,88
2368,랜덤,99
2369,손바닥,103
2370,울집,85
2371,안국,85
2372,해동,88
2373,존맛,85
2374,석수,87
2375,베스,84
2376,듭니당,87
2377,정기,84
2378,완벽,87
2379,브,86
2380,민,89
2381,두기,87
2382,니트,92
2383,하트,91
2384,너뮤,86
2385,피치,97
2386,근,92
2387,낙,89
2388,항,84
2389,평가,95
2390,엘지,84
2391,드라마틱,97
2392,멍,87
2393,쫄깃쫄깃,83
2394,강화,86
2395,변형,88
2396,요하,94
2397,빅쏘,87
2398,셈,88
2399,만요,89
2400,창문,90
2401,매직,91
2402,대리석,85
2403,검사,88
2404,맥,86
2405,편안함,95
2406,옐로우,92
2407,리얼,85
2408,렷,86
2409,풋,88
2410,시도,85
2411,링고,84
2412,뭉치,88
2413,우체국택배,86
2414,어린이날,85
2415,슬링,87
2416,쫀득,87
2417,패널,89
2418,크리스마스,84
2419,과연,91
2420,죠아,84
2421,줫,84
2422,기초,90
2423,버건디,84
2424,단독,86
2425,앞쪽,112
2426,넝,84
2427,개꿀,83
2428,윗,98
2429,목도,84
2430,미백,85
2431,치석제거,82
2432,유해,85
2433,방송,85
2434,설탕,87
2435,빼,93
2436,그릴,84
2437,설날,86
2438,차이나,90
2439,소감,96
2440,일회용,89
2441,뽁뽁,91
2442,거북목,83
2443,테두리,99
2444,거울,110
2445,프,84
2446,누누,84
2447,기구,82
2448,보증,85
2449,따라서,88
2450,가려움,87
2451,랫,85
2452,헤헤,84
2453,존,84
2454,성,89
2455,탄산수,84
2456,사용자,85
2457,가나다,83
2458,와이드,83
2459,선도,82
2460,방안,83
2461,호호,80
2462,좌우,103
2463,행운,81
2464,누락,102
2465,경험,86
2466,아우,82
2467,캡슐,85
2468,화학,88
2469,표현,87
2470,수평,96
2471,컴터,84
2472,쓰레기통,85
2473,모발,83
2474,출력,88
2475,체어,83
2476,낫,92
2477,퀵차,82
2478,감고,87
2479,케어,85
2480,수선,96
2481,운행,87
2482,주네,85
2483,인공,86
2484,더욱더,82
2485,도어,86
2486,미스,100
2487,반바지,84
2488,의미,88
2489,중고,101
2490,코일,82
2491,다른사람,90
2492,마냥,86
2493,청정,96
2494,마약,80
2495,백일,84
2496,신상,82
2497,오니,82
2498,소라색,90
2499,세븐,80
2500,폭풍,81
2501,넘김,80
2502,확실,84
2503,학교,80
2504,앞코,94
2505,헬스,81
2506,짱짱맨,80
2507,조심,84
2508,만조,82
2509,확장,98
2510,홍보,84
2511,구조,93
2512,엽산,79
2513,개정,81
2514,겸용,87
2515,세탁실,82
2516,비행기,80
2517,무데,78
2518,맛사지,80
2519,쫙,83
2520,백프로,79
2521,메이커,80
2522,우어,81
2523,디테,82
2524,나기,84
2525,전보,83
2526,신제품,82
2527,식도염,80
2528,스케,78
2529,극세사,81
2530,기름기,91
2531,우드,81
2532,가가,83
2533,전날,85
2534,저장,80
2535,쭉쭉,81
2536,맥주,79
2537,주입,88
2538,불가,91
2539,진리,79
2540,제것,79
2541,몽블랑,78
2542,됴,78
2543,래미,80
2544,그램,83
2545,래서,83
2546,며,80
2547,완죤,80
2548,키감,79
2549,전입,106
2550,눈물,80
2551,새끼,86
2552,팔찌,85
2553,신겨,87
2554,기념,79
2555,헤링본,77
2556,촬영,77
2557,의문,89
2558,초반,82
2559,흡족,77
2560,틈,83
2561,았,78
2562,지압,78
2563,짖,78
2564,무형,76
2565,영수증,77
2566,다음주,81
2567,넹,80
2568,사무,81
2569,목요일,83
2570,필드,77
2571,군대,79
2572,물통,82
2573,슥슥,77
2574,타자,77
2575,바다,77
2576,쇼핑몰,79
2577,격,77
2578,유유,77
2579,바삭,79
2580,블루베리,84
2581,뭔,85
2582,런,77
2583,바세린,74
2584,잘삿어,77
2585,이뽀,76
2586,녹색,76
2587,묶음,82
2588,텀블러,77
2589,박멸,77
2590,성하,79
2591,몸짱,74
2592,기네,95
2593,쯤,81
2594,결점,79
2595,업무,78
2596,뻣뻣,90
2597,바램,81
2598,공지,84
2599,톰,77
2600,깔창,87
2601,릴,75
2602,일어나서,79
2603,챙,84
2604,건조기,79
2605,경추,78
2606,메쉬,76
2607,약속,88
2608,스커트,79
2609,추후,78
2610,최애,74
2611,어유,79
2612,양치질,75
2613,스포츠,75
2614,기타,77
2615,굿굿굿굿,74
2616,평상시,75
2617,불리,74
2618,휘,92
2619,어보,78
2620,분해,82
2621,그다지,83
2622,알약,80
2623,스스로,77
2624,몬스터,75
2625,저기,76
2626,썻는데,77
2627,대시보드,80
2628,라벤더,73
2629,구분,81
2630,물량,83
2631,움직,81
2632,이하,89
2633,둥이,73
2634,샌들,77
2635,냉장,77
2636,학원,72
2637,바운,72
2638,수명,74
2639,일년,76
2640,오십,75
2641,비지,93
2642,말로,77
2643,뎌,72
2644,파워,74
2645,유아,80
2646,송료,89
2647,구찌,73
2648,린,81
2649,초록,74
2650,골반,91
2651,실패,83
2652,하빈,76
2653,점검,77
2654,스트라이프,76
2655,던데,82
2656,근력,72
2657,주정,81
2658,데이,73
2659,낙하,75
2660,단골,72
2661,베이,82
2662,더블,74
2663,폭주,74
2664,요정,73
2665,복분자,79
2666,무광,76
2667,어쨌든,78
2668,레알,73
2669,리도,75
2670,짝,83
2671,겨드랑이,82
2672,세심,73
2673,튜,72
2674,굴곡,75
2675,맥스,74
2676,늣,75
2677,뮤,76
2678,등산,72
2679,안남,73
2680,나이스,72
2681,대응,82
2682,감수,78
2683,외부,76
2684,라라,73
2685,할껄,73
2686,지게,73
2687,끝장,75
2688,보풀,83
2689,엔진,72
2690,최강,71
2691,캔들,70
2692,란,80
2693,시거잭,84
2694,동일,71
2695,션,74
2696,난감,78
2697,대형,75
2698,겨울철,72
2699,품격,70
2700,안성맞춤,71
2701,라이딩,71
2702,솔솔,70
2703,연두색,72
2704,형,73
2705,론,74
2706,초이스,70
2707,레이스,77
2708,타이머,74
2709,리하,73
2710,파란,72
2711,오차,75
2712,보스,71
2713,개이득,70
2714,죵,73
2715,제외,73
2716,겔,70
2717,압력,72
2718,감탄,70
2719,누나,69
2720,밴딩,79
2721,루즈,86
2722,작은방,71
2723,고고,71
2724,괜춘,79
2725,구석,75
2726,욘,70
2727,셋트,68
2728,창고,79
2729,간편,68
2730,시가,74
2731,맘에듬,70
2732,개시,79
2733,몸매,72
2734,믹스,71
2735,낚시,70
2736,모공,76
2737,급속,72
2738,주저,68
2739,담번,70
2740,분명,86
2741,반돈,69
2742,뽀,71
2743,포도,77
2744,아기자기,69
2745,파서,72
2746,자료,68
2747,낮잠,69
2748,해외여행,70
2749,미트,69
2750,기록,69
2751,반사,77
2752,낼,70
2753,콩가루,67
2754,입장,71
2755,시나,70
2756,머스크,69
2757,율,70
2758,키로,70
2759,신혼,68
2760,최대,72
2761,궁,71
2762,슬슬,70
2763,비염,67
2764,용용,69
2765,아픔,90
2766,리본,69
2767,조이,76
2768,찬,68
2769,사제품,73
2770,잠자리,68
2771,옷감,79
2772,더위,71
2773,하이,70
2774,삼일,73
2775,급여,67
2776,비리,70
2777,라이,68
2778,습관,69
2779,프리,76
2780,연어,66
2781,샤시,69
2782,둘이서,69
2783,스크레치,86
2784,써봣는데,68
2785,융,71
2786,차서,66
2787,외국,69
2788,햇반,66
2789,묘,72
2790,드라이버,75
2791,시스,68
2792,금새,70
2793,괜찬아,77
2794,발기,68
2795,송도,67
2796,튜브,69
2797,헬멧,69
2798,만족감,66
2799,코드,71
2800,팔뚝,74
2801,삼각,69
2802,착착,70
2803,됫,70
2804,조각,75
2805,가시,76
2806,배치,67
2807,중기,66
2808,잎,69
2809,탕,65
2810,바이,66
2811,찍찍,66
2812,카트리지,65
2813,도저히,75
2814,모노,69
2815,제주도,66
2816,식용,66
2817,돼지,66
2818,복도,66
2819,일때,68
2820,출장,66
2821,이케아,67
2822,텁텁,69
2823,막도,67
2824,일부,89
2825,밀크,66
2826,간도,66
2827,무것,75
2828,윤기,67
2829,야식,66
2830,멜킨,66
2831,양파,68
2832,설사,69
2833,파이,66
2834,떄,66
2835,로즈,65
2836,전기,68
2837,진로,67
2838,테일즈,64
2839,로서,68
2840,미용실,68
2841,그람,68
2842,우리나라,65
2843,구석구석,65
2844,부들,67
2845,명품,67
2846,앱코,67
2847,부어,68
2848,딩,69
2849,상관,65
2850,쉬카,64
2851,체형,66
2852,졋,68
2853,어이,88
2854,온열,69
2855,조정,68
2856,엉망,102
2857,괜차나,75
2858,유격,96
2859,유투브,67
2860,제질,71
2861,구형,65
2862,정신,70
2863,일날,86
2864,철분,64
2865,상의,74
2866,괜찬네,67
2867,부부,67
2868,핫핑크,66
2869,스몰,67
2870,역쉬,64
2871,사이드,68
2872,쓱,65
2873,층간소음,64
2874,셀카,64
2875,뻐,68
2876,칠,78
2877,나용,65
2878,시지,64
2879,럭저럭,122
2880,공식,64
2881,습니,65
2882,내장,68
2883,도중,65
2884,메이플,65
2885,장바구니,64
2886,탈때,65
2887,계단,75
2888,여름철,65
2889,파일,65
2890,스빈,63
2891,메탈,66
